"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
350083100,11,11201,112010119,"350-0831",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","府川","フカワ",,,,,,,,,
350082100,11,11201,112010120,"350-0821",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","福田","フクダ",,,,,,,,,
350001800,11,11201,112010121,"350-0018",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","藤木町","フジキチョウ",,,,,,,,,
350116600,11,11201,112010122,"350-1166",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","藤倉","フジクラ",,,,,,,,,
350114200,11,11201,112010123,"350-1142",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","藤間","フジマ",,,,,,,,,
350080200,11,11201,112010124,"350-0802",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","富士見","フジミ",,,,,,,,,
350003300,11,11201,112010125,"350-0033",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","富士見町","フジミチョウ",,,,,,,,,
350114300,11,11201,112010126,"350-1143",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","藤原町","フジワラチョウ",,,,,,,,,
350001400,11,11201,112010127,"350-0014",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","古市場","フルイチバ",,,,,,,,,
350000100,11,11201,112010128,"350-0001",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","古谷上","フルヤカミ",,,,,,,,,
350000200,11,11201,112010129,"350-0002",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","古谷本郷","フルヤホンゴウ",,,,,,,,,
350117200,11,11201,112010130,"350-1172",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","増形","マスカタ",,,,,,,,,
350005600,11,11201,112010131,"350-0056",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","松江町","マツエチョウ",,,,,,,,,
350085700,11,11201,112010132,"350-0857",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","松郷","マツゴウ",,,,,,,,,
350110100,11,11201,112010133,"350-1101",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","的場","マトバ",,,,,,,,,
350119800,11,11201,112010133,"350-1198",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","的場","マトバ",,,,,,"学校法人　金子教育団　東京国際大学　（第二キャンパス）","ガツコウホウジン　カネコキヨウイクダン　トウキヨウコクサイダイガク　（ダイニキヤンパス）","的場１丁目２５０９",
350110200,11,11201,112010134,"350-1102",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","的場北","マトバキタ",,,,,,,,,
350119700,11,11201,112010134,"350-1197",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","的場北","マトバキタ",,,,,,"学校法人　金子教育団　東京国際大学（第一キャンパス）","ガツコウホウジン　カネコキヨウイクダン　トウキヨウコクサイダイガク（ダイイチキヤンパス）","的場北１丁目１３－１",
350110700,11,11201,112010135,"350-1107",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","的場新町","マトバシンマチ",,,,,,,,,
350116200,11,11201,112010136,"350-1162",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南大塚","ミナミオオツカ",,,,,,,,,
350116500,11,11201,112010137,"350-1165",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南台","ミナミダイ",,,,,,,,,
350119200,11,11201,112010137,"350-1192",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南台","ミナミダイ",,,,,,"小松ゼノア　株式会社","コマツゼノア　カブシキガイシヤ","南台１丁目９番",
350119400,11,11201,112010137,"350-1194",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南台","ミナミダイ",,,,,,"アマゾン川越ＦＣ　返品係","アマゾンカワゴエエフシ－　ヘンピンカカリ","南台３－５－１",
350118200,11,11201,112010137,"350-1182",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南台","ミナミダイ",,,,,,"アマゾン　川越ＦＣ　入庫係","アマゾン　カワゴエエフシ－　ニユウコカカリ","南台１－１０－１５",
350002700,11,11201,112010138,"350-0027",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南田島","ミナミタジマ",,,,,,,,,
350004500,11,11201,112010139,"350-0045",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","南通町","ミナミトオリマチ",,,,,,,,,
350005200,11,11201,112010140,"350-0052",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","宮下町","ミヤシタマチ",,,,,,,,,
350853100,11,11201,112010140,"350-8531",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","宮下町","ミヤシタマチ",,,,,,"さいたま地方裁判所　川越支部","サイタマチホウサイバンシヨ　カワゴエシブ","宮下町２丁目１－３",
350083800,11,11201,112010141,"350-0838",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","宮元町","ミヤモトチョウ",,,,,,,,,
350117000,11,11201,112010142,"350-1170",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","むさし野","ムサシノ",,,,,,,,,
350115800,11,11201,112010160,"350-1158",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","むさし野南","ムサシノミナミ",,,,,,,,,
350006200,11,11201,112010143,"350-0062",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","元町","モトマチ",,,,,,,,,
350860100,11,11201,112010143,"350-8601",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","元町","モトマチ",,,,,,"川越市役所","カワゴエシヤクシヨ","元町１丁目３番地１",
350000300,11,11201,112010144,"350-0003",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","八ツ島","ヤツシマ",,,,,,,,,
350083600,11,11201,112010145,"350-0836",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","谷中","ヤナカ",,,,,,,,,
350116900,11,11201,112010146,"350-1169",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","山城","ヤマシロ",,,,,,,,,
350082200,11,11201,112010147,"350-0822",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","山田","ヤマダ",,,,,,,,,
350858800,11,11201,112010147,"350-8588",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","山田","ヤマダ",,,,,,"医療法人　康正会病院","イリヨウホウジン　コウセイカイビヨウイン","山田西町３７５－１",
350855500,11,11201,112010147,"350-8555",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","山田","ヤマダ",,,,,,"パイオニア　株式会社　川越事業所","パイオニア　カブシキガイシヤ　カワゴエジギヨウシヨ","山田２５－１",
350080700,11,11201,112010148,"350-0807",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","吉田","ヨシダ",,,,,,,,,
350080800,11,11201,112010149,"350-0808",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","吉田新町","ヨシダシンマチ",,,,,,,,,
350083300,11,11201,112010150,"350-0833",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","芳野台","ヨシノダイ",,,,,,,,,
350116300,11,11201,112010151,"350-1163",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","四都野台","ヨツヤダイ",,,,,,,,,
350006600,11,11201,112010152,"350-0066",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","連雀町","レンジャクチョウ",,,,,,,,,
350004100,11,11201,112010153,"350-0041",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","六軒町","ロッケンマチ",,,,,,,,,
350112100,11,11201,112010154,"350-1121",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","脇田新町","ワキタシンマチ",,,,,,,,,
350112300,11,11201,112010155,"350-1123",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","脇田本町","ワキタホンチョウ",,,,,,,,,
350119600,11,11201,112010155,"350-1196",1,0,"埼玉県","サイタマケン","川越市","カワゴエシ","脇田本町","ワキタホンチョウ",,,,,,"川越年金事務所","カワゴエネンキンジムシヨ","脇田本町１５－１３東上パールビル３Ｆ",
350112200,11,11201,112010156,"350-1122",0,0,"埼玉県","サイタマケン","川越市","カワゴエシ","脇田町","ワキタマチ",,,,,,,,,
360000000,11,11202,112020000,"360-0000",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ",,"　","（該当なし）",,,,,,,,
369010600,11,11202,112020001,"369-0106",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","相上","アイアゲ",,,,,,,,,
360082600,11,11202,112020002,"360-0826",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","赤城町","アカギチョウ",,,,,,,,,
360003300,11,11202,112020003,"360-0033",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","曙町","アケボノチョウ",,,,,,,,,
360023100,11,11202,112020004,"360-0231",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","飯塚","イイヅカ",,,,,,,,,
360001100,11,11202,112020005,"360-0011",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","池上","イケガミ",,,,,,,,,
360081600,11,11202,112020006,"360-0816",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","石原","イシハラ",,,,,,,,,
360082100,11,11202,112020007,"360-0821",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","伊勢町","イセチョウ",,,,,,,,,
360010500,11,11202,112020008,"360-0105",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","板井","イタイ",,,,,,,,,
360019700,11,11202,112020008,"360-0197",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","板井","イタイ",,,,,,"埼玉県立　循環器・呼吸器病センター","サイタマケンリツ　ジユンカンキ・コキユウキビヨウセンタ－","板井１６９６",
360023600,11,11202,112020009,"360-0236",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","市ノ坪","イチノツボ",,,,,,,,,
360000500,11,11202,112020010,"360-0005",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","今井","イマイ",,,,,,,,,
360021200,11,11202,112020011,"360-0212",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","江波","エナミ",,,,,,,,,
360082300,11,11202,112020012,"360-0823",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","榎町","エノキチョウ",,,,,,,,,
360081300,11,11202,112020013,"360-0813",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","円光","エンコウ",,,,,,,,,
360010300,11,11202,112020014,"360-0103",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","小江川","オエガワ",,,,,,,,,
360083500,11,11202,112020015,"360-0835",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","大麻生","オオアソウ",,,,,,,,,
360002500,11,11202,112020016,"360-0025",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","太井","オオイ",,,,,,,,,
360000200,11,11202,112020017,"360-0002",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","大塚","オオツカ",,,,,,,,,
360022100,11,11202,112020018,"360-0221",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","大野","オオノ",,,,,,,,,
360081200,11,11202,112020019,"360-0812",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","大原","オオハラ",,,,,,,,,
360011100,11,11202,112020020,"360-0111",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","押切","オシキリ",,,,,,,,,
360001700,11,11202,112020021,"360-0017",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","小曽根","オゾネ",,,,,,,,,
360024200,11,11202,112020022,"360-0242",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","男沼","オヌマ",,,,,,,,,
360080300,11,11202,112020023,"360-0803",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","柿沼","カキヌマ",,,,,,,,,
360084700,11,11202,112020024,"360-0847",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","籠原南","カゴハラミナミ",,,,,,,,,
369010400,11,11202,112020025,"369-0104",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","冑山","カブトヤマ",,,,,,,,,
360004600,11,11202,112020026,"360-0046",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","鎌倉町","カマクラチョウ",,,,,,,,,
360023400,11,11202,112020027,"360-0234",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上江袋","カミエブクロ",,,,,,,,,
360012500,11,11202,112020028,"360-0125",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上恩田","カミオンダ",,,,,,,,,
360000400,11,11202,112020029,"360-0004",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上川上","カミカワカミ",,,,,,,,,
360011700,11,11202,112020030,"360-0117",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上新田","カミシンデン",,,,,,,,,
360021300,11,11202,112020031,"360-0213",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上須戸","カミスド",,,,,,,,,
360000100,11,11202,112020032,"360-0001",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上中条","カミチュウジョウ",,,,,,,,,
360080500,11,11202,112020033,"360-0805",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上奈良","カミナラ",,,,,,,,,
360021700,11,11202,112020034,"360-0217",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上根","カミネ",,,,,,,,,
360001200,11,11202,112020035,"360-0012",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","上之","カミノ",,,,,,,,,
360083700,11,11202,112020036,"360-0837",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","川原明戸","カワハラアケト",,,,,,,,,
360003500,11,11202,112020037,"360-0035",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","河原町","カワラチョウ",,,,,,,,,
360013600,11,11202,112020038,"360-0136",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","吉所敷","キショシキ",,,,,,,,,
360003200,11,11202,112020039,"360-0032",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","銀座","ギンザ",,,,,,,,,
360853200,11,11202,112020039,"360-8532",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","銀座","ギンザ",,,,,,"日東都市開発　株式会社","ニツトウトシカイハツ　カブシキガイシヤ","銀座２丁目２４５",
360002600,11,11202,112020040,"360-0026",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","久下","クゲ",,,,,,,,,
360861100,11,11202,112020040,"360-8611",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","久下","クゲ",,,,,,"埼玉縣信用金庫","サイタマケンシンヨウキンコ","久下４丁目１４１",
360022200,11,11202,112020041,"360-0222",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","葛和田","クズワダ",,,,,,,,,
360013100,11,11202,112020042,"360-0131",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","屈戸","クット",,,,,,,,,
360083100,11,11202,112020043,"360-0831",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","久保島","クボジマ",,,,,,,,,
360001600,11,11202,112020044,"360-0016",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","熊谷","クマガヤ",,,,,,,,,
360012200,11,11202,112020045,"360-0122",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","小泉","コイズミ",,,,,,,,,
360001500,11,11202,112020046,"360-0015",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","肥塚","コイヅカ",,,,,,,,,
360011400,11,11202,112020047,"360-0114",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","江南中央","コウナンチュウオウ",,,,,,,,,
360019600,11,11202,112020047,"360-0196",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","江南中央","コウナンチュウオウ",,,,,,"株式会社　オキナヤ","カブシキガイシヤ　オキナヤ","江南中央２丁目１７番地１",
360019200,11,11202,112020047,"360-0192",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","江南中央","コウナンチュウオウ",,,,,,"江南行政センター","コウナンギヨウセイセンタ－","江南中央１丁目１番地",
360083200,11,11202,112020048,"360-0832",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","小島","コジマ",,,,,,,,,
369010300,11,11202,112020049,"369-0103",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","小八林","コヤツバヤシ",,,,,,,,,
360003600,11,11202,112020050,"360-0036",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","桜木町","サクラギチョウ",,,,,,,,,
360858500,11,11202,112020050,"360-8585",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","桜木町","サクラギチョウ",,,,,,"熊谷年金事務所","クマガヤネンキンジムシヨ","桜木町１－９３",
360081400,11,11202,112020051,"360-0814",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","桜町","サクラチョウ",,,,,,,,,
360002300,11,11202,112020052,"360-0023",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","佐谷田","サヤダ",,,,,,,,,
360010400,11,11202,112020053,"360-0104",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","塩","シオ",,,,,,,,,
360010600,11,11202,112020054,"360-0106",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","柴","シバ",,,,,,,,,
360000600,11,11202,112020055,"360-0006",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","四方寺","シホウジ",,,,,,,,,
360012300,11,11202,112020056,"360-0123",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","下恩田","シモオンダ",,,,,,,,,
360000300,11,11202,112020057,"360-0003",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","下川上","シモカワカミ",,,,,,,,,
360080200,11,11202,112020058,"360-0802",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","下奈良","シモナラ",,,,,,,,,
360085100,11,11202,112020059,"360-0851",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","下増田","シモマスダ",,,,,,,,,
360084600,11,11202,112020060,"360-0846",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","拾六間","ジュウロッケン",,,,,,,,,
360858000,11,11202,112020060,"360-8580",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","拾六間","ジュウロッケン",,,,,,"航空自衛隊　熊谷基地","コウクウジエイタイ　クマガヤキチ","拾六間８３９",
360002700,11,11202,112020061,"360-0027",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","新川","シンカワ",,,,,,,,,
360003100,11,11202,112020062,"360-0031",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","末広","スエヒロ",,,,,,,,,
360850100,11,11202,112020062,"360-8501",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","末広","スエヒロ",,,,,,"埼玉県　熊谷県税事務所","サイタマケン　クマガヤケンゼイジムシヨ","末広３丁目９－１",
360855500,11,11202,112020062,"360-8555",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","末広","スエヒロ",,,,,,"ＮＴＴ東日本－埼玉","エヌテイテイヒガシニホン－サイタマ","末広１丁目１３",
360852200,11,11202,112020062,"360-8522",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","末広","スエヒロ",,,,,,"リケン　熊谷事業所","リケン　クマガヤジギヨウシヨ","末広４丁目１４－１",
360010200,11,11202,112020063,"360-0102",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","須賀広","スガヒロ",,,,,,,,,
360083400,11,11202,112020064,"360-0834",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","瀬南","セナミ",,,,,,,,,
360021100,11,11202,112020065,"360-0211",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","善ケ島","ゼンガシマ",,,,,,,,,
360010700,11,11202,112020066,"360-0107",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","千代","センダイ",,,,,,,,,
360019300,11,11202,112020066,"360-0193",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","千代","センダイ",,,,,,"株式会社　ゼクセルヴァレオ　クライメートコントロール江南工場","カブシキガイシヤ　ゼクセルヴアレオ　クライメ－トコントロ－ルコウナンコウジヨウ","千代東原３９",
360080400,11,11202,112020067,"360-0804",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","代","ダイ",,,,,,,,,
360013400,11,11202,112020068,"360-0134",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","高本","タカモト",,,,,,,,,
360085500,11,11202,112020069,"360-0855",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","高柳","タカヤナギ",,,,,,,,,
360021500,11,11202,112020070,"360-0215",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","田島","タジマ",,,,,,,,,
360085300,11,11202,112020071,"360-0853",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","玉井","タマイ",,,,,,,,,
360085400,11,11202,112020072,"360-0854",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","玉井南","タマイミナミ",,,,,,,,,
369010200,11,11202,112020073,"369-0102",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","玉作","タマツクリ",,,,,,,,,
360022300,11,11202,112020074,"360-0223",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","俵瀬","タワラセ",,,,,,,,,
360001800,11,11202,112020075,"360-0018",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中央","チュウオウ",,,,,,,,,
360082500,11,11202,112020076,"360-0825",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","月見町","ツキミチョウ",,,,,,,,,
360003700,11,11202,112020077,"360-0037",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","筑波","ツクバ",,,,,,,,,
360860800,11,11202,112020077,"360-8608",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","筑波","ツクバ",,,,,,"埼玉県信用保証協会　熊谷支店","サイタマケンシンヨウホシヨウキヨウカイ　クマガヤシテン","筑波２丁目４８番地１大栄日生熊谷ビル４Ｆ",
369010100,11,11202,112020078,"369-0101",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","津田","ツダ",,,,,,,,,
360013200,11,11202,112020079,"360-0132",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","津田新田","ツダシンデン",,,,,,,,,
360024400,11,11202,112020080,"360-0244",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","出来島","デキジマ",,,,,,,,,
360012100,11,11202,112020081,"360-0121",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","手島","テシマ",,,,,,,,,
360023200,11,11202,112020082,"360-0232",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","道ケ谷戸","ドウガヤト",,,,,,,,,
360002200,11,11202,112020083,"360-0022",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","戸出","トデ",,,,,,,,,
360002400,11,11202,112020084,"360-0024",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","問屋町","トンヤチョウ",,,,,,,,,
360852100,11,11202,112020084,"360-8521",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","問屋町","トンヤチョウ",,,,,,"株式会社　清水アーネット","（カブ）　シミズア－ネツト","問屋町４丁目３番２号",
360852000,11,11202,112020084,"360-8520",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","問屋町","トンヤチョウ",,,,,,"関東国分　株式会社","カントウコクブ　カブシキガイシヤ","問屋町１丁目１番８号",
360023700,11,11202,112020085,"360-0237",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","永井太田","ナガイオオタ",,,,,,,,,
360012400,11,11202,112020086,"360-0124",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中恩田","ナカオンダ",,,,,,,,,
360013300,11,11202,112020087,"360-0133",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中曽根","ナカゾネ",,,,,,,,,
360019500,11,11202,112020087,"360-0195",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中曽根","ナカゾネ",,,,,,"大里行政センター","オオサトギヨウセイセンタ－","中曽根６５４－１",
360004700,11,11202,112020088,"360-0047",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","仲町","ナカチョウ",,,,,,,,,
360862000,11,11202,112020088,"360-8620",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","仲町","ナカチョウ",,,,,,"熊谷税務署","クマガヤゼイムシヨ","仲町４１",
360850200,11,11202,112020088,"360-8502",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","仲町","ナカチョウ",,,,,,"（株）　八木橋","（カブ）　ヤギハシ","仲町７４",
360080100,11,11202,112020089,"360-0801",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中奈良","ナカナラ",,,,,,,,,
360001300,11,11202,112020090,"360-0013",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中西","ナカニシ",,,,,,,,,
360856700,11,11202,112020090,"360-8567",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","中西","ナカニシ",,,,,,"医療法人　熊谷総合病院","イリヨウホウジン　クマガヤソウゴウビヨウイン","中西四丁目５番１号",
360080600,11,11202,112020091,"360-0806",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","奈良新田","ナラシンデン",,,,,,,,,
360011500,11,11202,112020092,"360-0115",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","成沢","ナリサワ",,,,,,,,,
360081700,11,11202,112020093,"360-0817",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","新島","ニイジマ",,,,,,,,,
360084100,11,11202,112020094,"360-0841",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","新堀","ニイボリ",,,,,,,,,
360084200,11,11202,112020095,"360-0842",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","新堀新田","ニイボリシンデン",,,,,,,,,
360021400,11,11202,112020096,"360-0214",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","西城","ニシジョウ",,,,,,,,,
360021600,11,11202,112020097,"360-0216",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","西野","ニシノ",,,,,,,,,
360085700,11,11202,112020098,"360-0857",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","西別府","ニシベップ",,,,,,,,,
360013500,11,11202,112020099,"360-0135",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","沼黒","ヌマグロ",,,,,,,,,
360010100,11,11202,112020100,"360-0101",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","野原","ノハラ",,,,,,,,,
360001400,11,11202,112020101,"360-0014",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","箱田","ハコダ",,,,,,,,,
360851500,11,11202,112020101,"360-8515",1,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","箱田","ハコダ",,,,,,"シスコム　株式会社","シスコム　カブシキガイシヤ","箱田４丁目１０－１",
360023500,11,11202,112020102,"360-0235",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","原井","バライ",,,,,,,,,
360081100,11,11202,112020103,"360-0811",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","原島","ハラジマ",,,,,,,,,
360085200,11,11202,112020104,"360-0852",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","東別府","ヒガシベップ",,,,,,,,,
360022400,11,11202,112020105,"360-0224",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","日向","ヒナタ",,,,,,,,,
360011200,11,11202,112020106,"360-0112",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","樋春","ヒハル",,,,,,,,,
360016300,11,11202,112020107,"360-0163",0,0,"埼玉県","サイタマケン","熊谷市","クマガヤシ","平塚新田","ヒラツカシンデン",,,,,,,,,
