"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
331000000,11,11101,111010000,"331-0000",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク",,"　","（該当なし）",,,,,,,,
331005800,11,11101,111010001,"331-0058",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","飯田","イイダ",,,,,,,,,
331006800,11,11101,111010002,"331-0068",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","飯田新田","イイダシンデン",,,,,,,,,
331005300,11,11101,111010003,"331-0053",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","植田谷本","ウエタヤホン",,,,,,,,,
331006700,11,11101,111010004,"331-0067",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","植田谷本村新田","ウエタヤホンムラシンデン",,,,,,,,,
331004500,11,11101,111010005,"331-0045",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","内野本郷","ウチノホンゴウ",,,,,,,,,
331004700,11,11101,111010006,"331-0047",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","指扇","サシオウギ",,,,,,,,,
331858700,11,11101,111010006,"331-8587",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","指扇","サシオウギ",,,,,,"西区役所","ニシクヤクシヨ","指扇３７４３",
331007600,11,11101,111010007,"331-0076",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","指扇領辻","サシオウギリョウツジ",,,,,,,,,
331007300,11,11101,111010008,"331-0073",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","指扇領別所","サシオウギリョウベッショ",,,,,,,,,
331006400,11,11101,111010009,"331-0064",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","佐知川","サジカワ",,,,,,,,,
331005600,11,11101,111010010,"331-0056",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","三条町","サンジョウマチ",,,,,,,,,
331005400,11,11101,111010011,"331-0054",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","島根","シマネ",,,,,,,,,
331005500,11,11101,111010012,"331-0055",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","昭和","ショウワ",,,,,,,,,
331004800,11,11101,111010013,"331-0048",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","清河寺","セイガンジ",,,,,,,,,
331007100,11,11101,111010014,"331-0071",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","高木","タカギ",,,,,,,,,
331858500,11,11101,111010014,"331-8585",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","高木","タカギ",,,,,,"大宮アルディージャ　クラブハウス","オオミヤアルデイ－ジヤ　クラブハウス","高木８４９",
331006600,11,11101,111010015,"331-0066",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","塚本","ツカモト",,,,,,,,,
331006000,11,11101,111010016,"331-0060",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","塚本町","ツカモトチョウ",,,,,,,,,
331006200,11,11101,111010017,"331-0062",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","土屋","ツチヤ",,,,,,,,,
331007700,11,11101,111010018,"331-0077",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","中釘","ナカクギ",,,,,,,,,
331858000,11,11101,111010018,"331-8580",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","中釘","ナカクギ",,,,,,"埼玉県自動車税事務所","サイタマケンジドウシヤゼイジムシヨ","中釘２１５２",
331005700,11,11101,111010019,"331-0057",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","中野林","ナカノバヤシ",,,,,,,,,
331006100,11,11101,111010020,"331-0061",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","西遊馬","ニシアスマ",,,,,,,,,
331853300,11,11101,111010020,"331-8533",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","西遊馬","ニシアスマ",,,,,,"安田　株式会社　埼玉支店","ヤスダ　カブシキガイシヤ　サイタマシテン","西遊馬３４５－１",
331004900,11,11101,111010021,"331-0049",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","西新井","ニシアライ",,,,,,,,,
331007800,11,11101,111010031,"331-0078",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","西大宮","ニシオオミヤ",,,,,,,,,
331007200,11,11101,111010022,"331-0072",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","平方領々家","ヒラカタリョウリョウケ",,,,,,,,,
331006500,11,11101,111010023,"331-0065",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","二ツ宮","フタツミヤ",,,,,,,,,
331006300,11,11101,111010024,"331-0063",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","プラザ","プラザ",,,,,,,,,
331007400,11,11101,111010025,"331-0074",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","宝来","ホウライ",,,,,,,,,
331005900,11,11101,111010026,"331-0059",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","水判土","ミズハタ",,,,,,,,,
331007500,11,11101,111010027,"331-0075",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","峰岸","ミネギシ",,,,,,,,,
331005200,11,11101,111010028,"331-0052",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","三橋","ミハシ",,,,,,,,,
331851100,11,11101,111010028,"331-8511",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","三橋","ミハシ",,,,,,"株式会社　島忠","カブシキガイシヤ　シマチユウ","三橋５丁目１５５５",
331004600,11,11101,111010029,"331-0046",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","宮前町","ミヤマエチョウ",,,,,,,,,
331858800,11,11101,111010029,"331-8588",1,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","宮前町","ミヤマエチョウ",,,,,,"高田製薬　株式会社","タカタセイヤク　カブシキガイシヤ","宮前町２０３－１",
331006900,11,11101,111010030,"331-0069",0,0,"埼玉県","サイタマケン","さいたま市西区","サイタマシニシク","湯木町","ユギチョウ",,,,,,,,,
331080000,11,11102,111020000,"331-0800",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク",,"　","（該当なし）",,,,,,,,
331081300,11,11102,111020001,"331-0813",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","植竹町","ウエタケチョウ",,,,,,,,,
331962400,11,11102,111020001,"331-9624",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","植竹町","ウエタケチョウ",,,,,,"フジノン　株式会社","フジノン　カブシキガイシヤ","植竹町１丁目３２４",
331081500,11,11102,111020002,"331-0815",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","大成町","オオナリチョウ",,,,,,,,,
331856000,11,11102,111020002,"331-8560",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","大成町","オオナリチョウ",,,,,,"岩谷産業　株式会社　関東支社","イワタニサンギヨウ　カブシキカガイシヤ　カントウシシヤ","大成町４丁目４００",
331853200,11,11102,111020002,"331-8532",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","大成町","オオナリチョウ",,,,,,"明治乳業　株式会社　東京支社　東関東支店","メイジニユウギヨウ　カブシキガイシヤ　トウキヨウシシヤ　ヒガシカントウシテン","大成町４丁目８３３",
331852000,11,11102,111020002,"331-8520",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","大成町","オオナリチョウ",,,,,,"ツルゲン情報　株式会社","ツルゲンジヨウホウ　カブシキガイシヤ","大成町４丁目８３",
331082400,11,11102,111020003,"331-0824",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","上加","カミカ",,,,,,,,,
331082500,11,11102,111020004,"331-0825",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","櫛引町","クシヒキチョウ",,,,,,,,,
331080100,11,11102,111020005,"331-0801",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","今羽町","コンバチョウ",,,,,,,,,
331080400,11,11102,111020006,"331-0804",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","土呂町","トロチョウ",,,,,,,,,
331857700,11,11102,111020006,"331-8577",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","土呂町","トロチョウ",,,,,,"彩の国　東大宮　メディカルセンター","サイノクニ　ヒガシオオミヤ　メデイカルセンタ－","土呂町１５２２",
331868800,11,11102,111020006,"331-8688",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","土呂町","トロチョウ",,,,,,"応用地質　株式会社","オウヨウチシツ　ガブシキガイシヤ","土呂町２丁目６１番地５号",
331082200,11,11102,111020007,"331-0822",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","奈良町","ナラチョウ",,,,,,,,,
331082300,11,11102,111020008,"331-0823",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,,,,
331851300,11,11102,111020008,"331-8513",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,"ＪＲ東日本　研究開発センター","ジエイア－ルヒガシニホン　ケンキユウカイハツセンタ－","日進町２丁目０番地",
331850300,11,11102,111020008,"331-8503",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,"さいたま市役所　財政局　税務部　市民税課　特別徴収係","サイタマシヤクシヨ　ザイセイキヨク　ゼイムブ　シミンゼイカ　トクベツチヨウシユウガカリ","日進町２丁目１８６４番地１０ＪＳ日進４階",
331853700,11,11102,111020008,"331-8537",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,"生物系特定産業技術研究支援センター","セイブツケイトクテイサンギヨウギジユツケンキユウシエンセンタ－","日進町１丁目４０－２",
331850100,11,11102,111020008,"331-8501",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,"カルソニックカンセイ　株式会社","カルソニツクカンセイ　カブシキガイシヤ","日進町２丁目１９１７番地",
331855000,11,11102,111020008,"331-8550",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","日進町","ニッシンチョウ",,,,,,"陸上自衛隊　大宮駐屯地","リクジヨウジエイタイ　オオミヤチユウトンチ","日進町１丁目４０－７",
331081400,11,11102,111020009,"331-0814",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","東大成町","ヒガシオオナリチョウ",,,,,,,,,
331856700,11,11102,111020009,"331-8567",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","東大成町","ヒガシオオナリチョウ",,,,,,"大宮中央総合病院付属　大宮中央クリニック","オオミヤチユウオウソウゴウビヨウインフゾク　オオミヤチユウオウクリニツク","東大成町１丁目５００",
331082100,11,11102,111020010,"331-0821",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","別所町","ベッショチョウ",,,,,,,,,
331080200,11,11102,111020011,"331-0802",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","本郷町","ホンゴウチョウ",,,,,,,,,
331080500,11,11102,111020012,"331-0805",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","盆栽町","ボンサイチョウ",,,,,,,,,
331080300,11,11102,111020013,"331-0803",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","見沼","ミヌマ",,,,,,,,,
331081200,11,11102,111020014,"331-0812",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,,,,
331854000,11,11102,111020014,"331-8540",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"ユアサ商事　株式会社　北関東支社","ユアサシヨウジ　カブシキガイシヤ　キタカントウシシヤ","宮原町４－７－５",
331858600,11,11102,111020014,"331-8586",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"北区役所","キタクヤクシヨ","宮原町１丁目９－１３",
331868700,11,11102,111020014,"331-8687",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"パナソニックＳＳマーケティング　株式会社　関越社","パナソニツクエスエスマ－ケテイング　カブシキガイシヤ　カンエツシヤ","宮原町４丁目２７－１",
331955000,11,11102,111020014,"331-9550",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"株式会社　しまむら","カブシキガイシヤ　シマムラ","宮原町２丁目１９－４",
331957700,11,11102,111020014,"331-9577",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"大宮年金事務所","オオミヤネンキンジムシヨ","宮原町４－１９－９",
331855200,11,11102,111020014,"331-8552",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","宮原町","ミヤハラチョウ",,,,,,"株式会社　カネゲン","カブシキガイシヤ　カネゲン","宮原町４丁目８４番地",
331081100,11,11102,111020015,"331-0811",0,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,,,,
331865800,11,11102,111020015,"331-8658",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"株式会社　スズキ自販埼玉","カブシキガイシヤ　スズキジハンサイタマ","吉野町２丁目２２２番地１０",
331863300,11,11102,111020015,"331-8633",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"カシュー　株式会社","カシユ－　カブシキガイシヤ","吉野町１－４０７－１",
331951000,11,11102,111020015,"331-9510",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"信越ポリマー　株式会社","シンエツポリマ－　カブシキガイシヤ","吉野町１丁目４０６－１",
331952000,11,11102,111020015,"331-9520",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"大正製薬　株式会社　大宮工場","タイシヨウセイヤク　カブシキガイシヤ　オオミヤコウジヨウ","吉野町１丁目４０３",
331953000,11,11102,111020015,"331-9530",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"大正製薬　株式会社　総合研究所","タイシヨウセイヤク　カブシキガイシヤ　ソウゴウケンキユウシヨ","吉野町１丁目４０３",
331868600,11,11102,111020015,"331-8686",1,0,"埼玉県","サイタマケン","さいたま市北区","サイタマシキタク","吉野町","ヨシノチョウ",,,,,,"株式会社　埼玉新聞社","カブシキガイシヤ　サイタマシンブンシヤ","吉野町２丁目２８２番地３",
330080000,11,11103,111030000,"330-0800",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク",,"　","（該当なし）",,,,,,,,
330084100,11,11103,111030001,"330-0841",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","東町","アズマチョウ",,,,,,,,,
330083400,11,11103,111030002,"330-0834",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","天沼町","アマヌマチョウ",,,,,,,,,
330850300,11,11103,111030002,"330-8503",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","天沼町","アマヌマチョウ",,,,,,"自治医科大学附属さいたま医療センター","ジチイカダイガクフゾクサイタマイリヨウセンタ－","天沼町１－８４７",
330085200,11,11103,111030003,"330-0852",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大成町","オオナリチョウ",,,,,,,,,
330955800,11,11103,111030003,"330-9558",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大成町","オオナリチョウ",,,,,,"大和ハウス工業　株式会社　埼玉支店","ダイワハウスコウギヨウ　カブシキガイシヤ　サイタマシテン","大成町３丁目２６１－２",
330950200,11,11103,111030003,"330-9502",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大成町","オオナリチョウ",,,,,,"ネッツ埼玉　株式会社","ネツツサイタマ　カブシキガイシヤ","大成町３丁目５２７",
330955300,11,11103,111030003,"330-9553",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大成町","オオナリチョウ",,,,,,"株式会社　ウィズウェイストジャパン","カブシキガイシヤ　ウイズウエイストジヤパン","大成町２丁目２２４－１",
330953500,11,11103,111030003,"330-9535",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大成町","オオナリチョウ",,,,,,"三光ソフラン　株式会社","サンコウソフラン　カブシキガイシヤ","大成町１丁目２４６",
330083600,11,11103,111030004,"330-0836",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大原","オオハラ",,,,,,,,,
330085500,11,11103,111030005,"330-0855",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","上小町","カミコチョウ",,,,,,,,,
330951200,11,11103,111030005,"330-9512",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","上小町","カミコチョウ",,,,,,"学校法人　佐藤栄学園","ガツコウホウジン　サトエガクエン","上小町４７６",
330084300,11,11103,111030006,"330-0843",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","吉敷町","キシキチョウ",,,,,,,,,
330954800,11,11103,111030006,"330-9548",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","吉敷町","キシキチョウ",,,,,,"東京新聞ショッパー社","トウキヨウシンブンシヨツパ－シヤ","吉敷町１丁目１３５アライビル",
330955900,11,11103,111030006,"330-9559",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","吉敷町","キシキチョウ",,,,,,"片倉工業　株式会社　コクーンシティ","カタクラコウギヨウ　カブシキガイシヤ　コク－ンシテイ","吉敷町４－２６３－１",
330083500,11,11103,111030007,"330-0835",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","北袋町","キタブクロチョウ",,,,,,,,,
330955100,11,11103,111030007,"330-9551",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","北袋町","キタブクロチョウ",,,,,,"リズム時計工業　株式会社","リズムトケイコウギヨウ　カブシキガイシヤ","北袋町１丁目２９９－１２",
330850800,11,11103,111030007,"330-8508",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","北袋町","キタブクロチョウ",,,,,,"三菱マテリアル　株式会社","ミツビシマテリアル　カブシキガイシヤ","北袋町１丁目２９７",
330850600,11,11103,111030007,"330-8506",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","北袋町","キタブクロチョウ",,,,,,"社団法人　埼玉県トラック協会","シヤダンホウジン　サイタマケントラツクキヨウカイ","北袋町１丁目２９９－３",
330085100,11,11103,111030008,"330-0851",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","櫛引町","クシヒキチョウ",,,,,,,,,
330085400,11,11103,111030009,"330-0854",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,,,,
330950100,11,11103,111030009,"330-9501",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　丸井　大宮店","カブシキガイシヤ　マルイ　オオミヤテン","桜木町２丁目３",
330954400,11,11103,111030009,"330-9544",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"キヤノンマーケティングジャパン　株式会社　さいたま営業所","キヤノンマ－ケテイングジヤパン　カブシキガイシヤ　サイタマエイギヨウシヨ","桜木町１丁目１０－１７",
330954300,11,11103,111030009,"330-9543",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　埼玉マツダ","カブシキガイシヤ　サイタママツダ","桜木町４丁目３４５",
330954000,11,11103,111030009,"330-9540",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"山善　北関東支社","ヤマゼン　キタカントウシシヤ","桜木町１丁目１０－２ＧＩＮＺＡＹＡＭＡＴＯ３",
330953100,11,11103,111030009,"330-9531",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"東芝エレベータ　株式会社　北関東支社","トウシバエレベ－タ　カブシキガイシヤ　キタカントウシシヤ","桜木町１丁目７－５ソニックシティビル１５Ｆ",
330950900,11,11103,111030009,"330-9509",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"損害保険ジャパン日本興亜　株式会社","ソンガイホケンジヤパンニツポンコウア　カブシキガイシヤ","桜木町２丁目２８５－２損保ジャパン日本興亜大宮ビル",
330950300,11,11103,111030009,"330-9503",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　富士通マーケティング","カブシキガイシヤ　フジツウマ－ケテイング","桜木町１丁目１１－２０大宮ＪＰビルディング",
330866900,11,11103,111030009,"330-8669",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"ソニックシティビル","ソニツクシテイビル","桜木町１丁目７－５",
330863400,11,11103,111030009,"330-8634",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"むさし証券　株式会社","ムサシシヨウケン　カブシキガイシヤ","桜木町四丁目３３３番地１３",
330858100,11,11103,111030009,"330-8581",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　富士薬品","カブシキガイシヤ　フジヤクヒン","桜木町２丁目２９２－１",
330950800,11,11103,111030009,"330-9508",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　富士薬品","カブシキガイシヤ　フジヤクヒン","桜木町４丁目３８３",
330958300,11,11103,111030009,"330-9583",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　日本ビジネスリース　さいたま支店","カブシキガイシヤ　ニホンビジネスリ－ス　サイタマシテン","桜木町１丁目１１－９ニッセイ大宮桜木町ビル６Ｆ",
330958200,11,11103,111030009,"330-9582",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"エヌ・エス債権回収　株式会社　大宮支店","エヌ・エスサイケンカイシユウ　カブシキガイシヤ　オオミヤシテン","桜木町１丁目１１－９ニッセイ大宮桜木町ビル５Ｆ",
330958100,11,11103,111030009,"330-9581",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"日本信販　株式会社　大宮支店","ニツポンシンパン　カブシキガイシヤ　オオミヤシテン","桜木町１丁目１１－９ニッセイ大宮桜木町ビル４Ｆ",
330960100,11,11103,111030009,"330-9601",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"日本生命保険　相互会社　埼玉総支社","ニホンセイメイホケン　ソウゴガイシヤ　サイタマソウシシヤ","桜木町１丁目７－５ソニックシティビル２３Ｆ",
330960800,11,11103,111030009,"330-9608",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"埼玉県信用保証協会","サイタマケンシンヨウホシヨウキヨウカイ","桜木町１丁目７－５",
330958000,11,11103,111030009,"330-9580",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"日本信販　株式会社　関東第２エリア営業開発グループ","ニツポンシンパン　カブシキガイシヤ　カントウダイニエリアエイギヨウカイハツグル－プ","桜木町１丁目１１－９ニッセイ大宮桜木町ビル４Ｆ",
330963000,11,11103,111030009,"330-9630",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　ティー・ピー・エス　テプコソニック","カブシキガイシヤ　テイ－・ピ－・エス　テプコソニツク","桜木町１丁目７－５",
330962600,11,11103,111030009,"330-9626",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"大宮商工会議所","オオミヤシヨウコウカイギシヨ","桜木町１丁目７－５ソニックシティビル８Ｆ",
330956600,11,11103,111030009,"330-9566",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　マルフク","カブシキガイシヤ　マルフク","桜木町４丁目２０９",
330969600,11,11103,111030009,"330-9696",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"株式会社　ジャックス　大宮支店","カブシキガイシヤ　ジヤツクス　オオミヤシテン","桜木町１丁目１０－１６シーノ大宮ノースウィング１８Ｆ",
330962200,11,11103,111030009,"330-9622",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","桜木町","サクラギチョウ",,,,,,"（株）　ＪＴＢトラベランド　関越事業部","（カブ）　ジエイテイ－ビ－トラベランド　カンエツジギヨウブ","桜木町１丁目７－５",
330084400,11,11103,111030010,"330-0844",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","下町","シモチョウ",,,,,,,,,
330850500,11,11103,111030010,"330-8505",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","下町","シモチョウ",,,,,,"ＮＴＴ　大宮支店","エヌテイ－テイ－　オオミヤシテン","下町２丁目６１",
330080500,11,11103,111030011,"330-0805",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","寿能町","ジュノウチョウ",,,,,,,,,
330084200,11,11103,111030012,"330-0842",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","浅間町","センゲンチョウ",,,,,,,,,
330084600,11,11103,111030013,"330-0846",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大門町","ダイモンチョウ",,,,,,,,,
330851100,11,11103,111030013,"330-8511",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大門町","ダイモンチョウ",,,,,,"株式会社　高島屋　大宮店","カブシキガイシヤ　タカシマヤ　オオミヤテン","大門町１丁目３２",
330850100,11,11103,111030013,"330-8501",1,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","大門町","ダイモンチョウ",,,,,,"さいたま市　大宮区役所","サイタマシ　オオミヤクヤクシヨ","大門町３丁目１",
330080300,11,11103,111030014,"330-0803",0,0,"埼玉県","サイタマケン","さいたま市大宮区","サイタマシオオミヤク","高鼻町","タカハナチョウ",,,,,,,,,
